shop,shop_id,item_id,product_name,current_price,original_price,discount_percent,rating,rating_count,sold_count,monthly_sold,liked_count,brand,product_url,product_name_clean,sold_count_num,monthly_sold_num,shop_clean,product_type,product_name_norm,storage_options,canonical_product_name,canonical_product_id,absa_weighted_sum,absa_weight_sum,total_aspect_mentions,avg_positive_rate,avg_negative_rate,avg_neutral_rate,absa_score_raw,absa_score,BATTERY_positive_rate,CAMERA_positive_rate,DESIGN_positive_rate,FEATURES_positive_rate,GENERAL_positive_rate,PERFORMANCE_positive_rate,PRICE_positive_rate,SCREEN_positive_rate,SERANDACC_positive_rate,STORAGE_positive_rate,BATTERY_negative_rate,CAMERA_negative_rate,DESIGN_negative_rate,FEATURES_negative_rate,GENERAL_negative_rate,PERFORMANCE_negative_rate,PRICE_negative_rate,SCREEN_negative_rate,SERANDACC_negative_rate,STORAGE_negative_rate,BATTERY_neutral_rate,CAMERA_neutral_rate,DESIGN_neutral_rate,FEATURES_neutral_rate,GENERAL_neutral_rate,PERFORMANCE_neutral_rate,PRICE_neutral_rate,SCREEN_neutral_rate,SERANDACC_neutral_rate,STORAGE_neutral_rate,BATTERY_total_mentions,CAMERA_total_mentions,DESIGN_total_mentions,FEATURES_total_mentions,GENERAL_total_mentions,PERFORMANCE_total_mentions,PRICE_total_mentions,SCREEN_total_mentions,SERANDACC_total_mentions,STORAGE_total_mentions,price_score,rating_score,sold_score,review_confidence_score,absa_score_norm,buy_score_100,recommendation_label,rank
xiaomiofficialstore,340431675,52205438281,"[Livestream] Điện thoại POCO M8 5G (8+256GB | 8+512GB) | Màn Flow AMOLED 6.77"" 120Hz | Snapdragon 6Gen3",6590000.0,7490000.0,12,5.0,0.0,55 đã bán,32 đã bán/tháng,55,Xiaomi,https://shopee.vn/product/340431675/52205438281,livestream điện thoại poco m8 5g 8+256gb 8+512gb màn flow amoled 6.77 120hz snapdragon 6gen3,55,32,xiaomiofficialstore,phone,poco m8 5g 8gb 256gb 8gb 512gb màn flow amoled 6.77 inch 120hz snapdragon 6 gen 3,"256gb, 512gb",poco m8 5g,149,7.4,7.0,7.0,1.0,0.0,0.0,1.0571428571428572,100.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.5,1.0,0.36587066569475346,0.29799051997738213,1.0,70.96796518519513,Đáng cân nhắc,62
huawei_flagship_store,93963889,55005800163,"Vòng Đeo Tay Thông Minh HUAWEI Band 11 Series | Mỏng Nhẹ, Màn Hình Lớn| Quản Lý Sức Khỏe Nâng Cao| 100+ Chế Độ Luyện Tập",950000.0,990000.0,4,4.912790697674419,0.0,4k+ sold,801 Sold/Month,1077,HUAWEI,https://shopee.vn/product/93963889/55005800163,"vòng đeo tay thông minh huawei band 11 series mỏng nhẹ, màn hình lớn quản lý sức khỏe nâng cao 100+ chế độ luyện tập",4000,801,huawei_flagship_store,smartwatch_band,huawei band 11 series mỏng nhẹ màn hình lớn quản lý sức khỏe nâng cao 100+ chế độ luyện tập,,huawei band 11,54,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9825581395348838,0.7538821828534723,0.0,0.5,70.95939553349976,Đáng cân nhắc,63
viettel_store_aar,308461157,17455633222,Phụ kiện Apple USB-C TO LIGHTNING CABLE (1 M) Chính hãng (dùng cho iPhone 14 series trở xuống),549000.0,639000.0,14,4.965122332118688,0.0,10k+ sold,463 Sold/Month,2122,Apple,https://shopee.vn/product/308461157/17455633222,phụ kiện apple usb-c to lightning cable 1 m chính hãng dùng cho iphone 14 series trở xuống,10000,463,viettel_store_aar,charger_cable_accessory,apple usb c to lightning cable 1 m dùng cho iphone 14 series trở xuống,,apple usb c to lightning cable,10,600.1,632.0,632.0,0.892125461716105,0.0655829658753635,0.0422915724085314,0.9495253164556964,97.4762658227848,0.8289473684210527,1.0,0.8636363636363636,0.7142857142857143,0.9833333333333332,0.8333333333333334,0.8703703703703703,1.0,0.9352226720647774,0.0,0.0921052631578947,0.0,0.1136363636363636,0.1428571428571428,0.0055555555555555,0.1111111111111111,0.0925925925925925,0.0,0.0323886639676113,0.0,0.0789473684210526,0.0,0.0227272727272727,0.1428571428571428,0.0111111111111111,0.0555555555555555,0.037037037037037,0.0,0.0323886639676113,0.0,76.0,2.0,44.0,7.0,180.0,18.0,54.0,4.0,247.0,0.0,0.0,0.9930244664237377,0.8371516844512277,0.9243727205914489,0.9747626582278479,70.9043715479931,Đáng cân nhắc,64
samsung_official_store,65589552,44506013888,"Điện thoại Samsung Galaxy S26 Ultra, 12GB/256GB, Privacy Display, Chip Snapdragon, Galaxy AI Phone, Camera 200MP",34090000.0,36990000.0,8,5.0,0.0,77 sold,22 Sold/Month,523,SAMSUNG,https://shopee.vn/product/65589552/44506013888,"điện thoại samsung galaxy s26 ultra, 12gb/256gb, privacy display, chip snapdragon, galaxy ai phone, camera 200mp",77,22,samsung_official_store,phone,samsung galaxy s26 ultra 12gb 256gb privacy display chip snapdragon galaxy ai phone camera 200mp,256gb,samsung galaxy s26 ultra 256gb,189,13.4,15.0,15.0,0.90625,0.03125,0.0625,0.8933333333333333,94.66666666666669,1.0,1.0,1.0,1.0,0.5,1.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,0.5,1.0,0.3959882467730462,0.3973206933031762,0.9466666666666669,70.81303063462745,Đáng cân nhắc,65
apple_flagship_store,88201679,52207776370,"Máy tính bảng iPad Air, M4 chip, 11 inch, 256GB",19489000.0,19489000.0,0,5.0,0.0,43 sold,42 Sold/Month,98,Apple,https://shopee.vn/product/88201679/52207776370,"máy tính bảng ipad air, m4 chip, 11 inch, 256gb",43,42,apple_flagship_store,tablet,ipad air m4 chip 11 inch 256gb,256gb,ipad air 256gb,75,8.3,8.0,8.0,1.0,0.0,0.0,1.0375,100.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.5,1.0,0.34395105989459623,0.3148691998230329,1.0,70.80795789664927,Đáng cân nhắc,66
huawei_flagship_store,93963889,41613728920,Tai Nghe Bluetooth HUAWEI FreeBuds SE 4 ANC | 50 Giờ Phát Nhạc | Chống Ồn Chủ Động Đa Chế Độ ANC | Nhẹ Và Nhỏ Gọn,837000.0,990000.0,15,4.861486486486487,0.0,4k+ sold,419 Sold/Month,896,HUAWEI,https://shopee.vn/product/93963889/41613728920,tai nghe bluetooth huawei freebuds se 4 anc 50 giờ phát nhạc chống ồn chủ động đa chế độ anc nhẹ và nhỏ gọn,4000,419,huawei_flagship_store,earphone_speaker,huawei freebuds se 4 anc 50 giờ phát nhạc chống ồn chủ động đa chế độ anc nhẹ và nhỏ gọn,,huawei freebuds se 4 anc 50,59,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9722972972972974,0.7538821828534723,0.0,0.5,70.75417868874804,Đáng cân nhắc,67
viettel_store_aar,308461157,28452699221,Bút Apple Pencil Pro Chính hãng (ZP/A),3990000.0,3990000.0,0,4.757575757575758,0.0,159 sold,9 Sold/Month,257,Apple,https://shopee.vn/product/308461157/28452699221,bút apple pencil pro chính hãng zp/a,159,9,viettel_store_aar,charger_cable_accessory,bút apple pencil pro zp a,,bút apple pencil pro zp a,38,23.8,29.0,29.0,0.7912698412698412,0.1928571428571428,0.0158730158730158,0.8206896551724138,91.0344827586207,0.0,0.0,1.0,1.0,0.8888888888888888,1.0,0.75,0.0,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,9.0,2.0,4.0,0.0,10.0,0.0,0.5,0.9515151515151515,0.46129068090372605,0.48740229335250296,0.9103448275862069,70.63403100497017,Đáng cân nhắc,68
viettel_store_aar,308461157,42568221380,Apple iPhone 17 Pro Max 256GB Chính hãng ZP/A,38890000.0,60000000.0,35,4.963325183374083,0.0,10k+ sold,1k+ Sold/Month,2684,Apple,https://shopee.vn/product/308461157/42568221380,apple iphone 17 pro max 256gb chính hãng zp/a,10000,1000,viettel_store_aar,phone,apple iphone 17 pro max 256gb zp a,256gb,iphone 17 pro max 256gb,91,637.6,692.0,692.0,0.8859461644676513,0.0710162734312916,0.043037562101057,0.9213872832369944,96.06936416184972,0.7,0.9047619047619048,0.8225806451612904,1.0,0.95,0.9887640449438202,0.8095238095238095,0.8928571428571429,0.905027932960894,0.0,0.1,0.0634920634920634,0.1290322580645161,0.0,0.0214285714285714,0.0112359550561797,0.1587301587301587,0.0714285714285714,0.0837988826815642,0.0,0.2,0.0317460317460317,0.0483870967741935,0.0,0.0285714285714285,0.0,0.0317460317460317,0.0357142857142857,0.0111731843575419,0.0,10.0,63.0,62.0,30.0,140.0,89.0,63.0,56.0,179.0,0.0,0.0,0.9926650366748166,0.8371516844512277,0.9373501931060108,0.9606936416184972,70.60488717987977,Đáng cân nhắc,69
tecno_official_store,442733715,44112802903,Điện thoại TECNO SPARK 40 PRO (8+8)GB/128GB - Màn hình AMOLED 1.5K & 144Hz | Mỏng 6.69mm | 5200mAh sạc 45W,4990000.0,5690000.0,12,4.905726872246696,0.0,3k+ sold,282 Sold/Month,1214,TECNO,https://shopee.vn/product/442733715/44112802903,điện thoại tecno spark 40 pro 8+8 gb/128gb - màn hình amoled 1.5k 144hz mỏng 6.69mm 5200mah sạc 45w,3000,282,tecno_official_store,charger_cable_accessory,tecno spark 40 pro 8gb 8gb 128gb màn hình amoled 1.5k & 144hz mỏng 6.69mm 5200mah sạc 45w,128gb,tecno spark 40 pro,216,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9811453744493391,0.7277418703768002,0.0,0.5,70.53903554463878,Đáng cân nhắc,70
xiaomiofficialstore,340431675,19289321108,Robot hút bụi lau nhà Xiaomi Vacuum Mop 2 | 4 Cấp độ hút | Công suất hút 2700 Pa | Cảm biến thông minh,7890000.0,7890000.0,0,5.0,0.0,34 sold,1 Sold/Month,7690,Xiaomi,https://shopee.vn/product/340431675/19289321108,robot hút bụi lau nhà xiaomi vacuum mop 2 4 cấp độ hút công suất hút 2700 pa cảm biến thông minh,34,1,xiaomiofficialstore,other,robot hút bụi lau nhà xiaomi vacuum mop 2 4 cấp độ hút công suất hút 2700 pa cảm biến thông minh,,robot hút bụi lau nhà xiaomi,171,5.1,5.0,5.0,1.0,0.0,0.0,1.02,100.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.32315128266373133,0.25676477323731045,1.0,69.91491697232907,Đáng cân nhắc,71
samsung_official_store,65589552,47356015434,"Điện thoại Samsung Galaxy S26, 12GB/256GB, Customized AP, AI Phone, Photo Assist, Creative Studio, 50MP Camera, 4300mAh",24042000.0,25990000.0,7,5.0,0.0,95 sold,50 Sold/Month,231,SAMSUNG,https://shopee.vn/product/65589552/47356015434,"điện thoại samsung galaxy s26, 12gb/256gb, customized ap, ai phone, photo assist, creative studio, 50mp camera, 4300mah",95,50,samsung_official_store,phone,samsung galaxy s26 12gb 256gb customized ap ai phone photo assist creative studio 50mp camera 4300mah,256gb,samsung galaxy s26 256gb,188,7.6,9.0,9.0,0.8,0.2,0.0,0.8444444444444446,92.22222222222224,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,0.5,1.0,0.41486092137454866,0.3299676934409866,0.9222222222222224,69.68925742169478,Đáng cân nhắc,72
xiaomiofficialstore,340431675,53502946030,[QUÀ TẶNG màu ngẫu nhiên] Tai nghe Bluetooth Redmi Buds 6 Play | Thời Lượng Nghe 36H,360000.0,360000.0,0,4.96,0.0,159 đã bán,25 đã bán/tháng,6,Xiaomi,https://shopee.vn/product/340431675/53502946030,quà tặng màu ngẫu nhiên tai nghe bluetooth redmi buds 6 play thời lượng nghe 36h,159,25,xiaomiofficialstore,earphone_speaker,redmi buds 6 play thời lượng nghe 36h,,redmi buds 6 play,163,17.0,24.0,24.0,0.7428571428571429,0.1999999999999999,0.0571428571428571,0.7083333333333334,85.41666666666667,0.0,0.0,1.0,0.6,0.8,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,5.0,3.0,1.0,1.0,5.0,0.0,0.5,0.992,0.46129068090372605,0.46127504023038496,0.8541666666666667,69.49711061585975,Đáng cân nhắc,73
samsung_official_store,65589552,51502747113,Máy Tính Bảng Samsung Galaxy Tab A11+ Wifi 8GB/256GB,8290000.0,8880000.0,7,4.806451612903226,0.0,128 sold,21 Sold/Month,171,SAMSUNG,https://shopee.vn/product/65589552/51502747113,máy tính bảng samsung galaxy tab a11+ wifi 8gb/256gb,128,21,samsung_official_store,tablet,samsung galaxy tab a11+ wifi 8gb 256gb,256gb,samsung galaxy tab a11 256gb,191,29.4,41.0,41.0,0.7115646258503402,0.2265306122448979,0.0619047619047619,0.7170731707317073,85.85365853658537,0.0,0.0,0.8571428571428571,0.6666666666666666,0.9,0.8571428571428571,1.0,0.0,0.7,0.0,0.0,1.0,0.1428571428571428,0.0,0.1,0.1428571428571428,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,7.0,3.0,10.0,7.0,3.0,0.0,10.0,0.0,0.5,0.9612903225806452,0.4417161371583654,0.5356198242323134,0.8585365853658538,69.46384431228712,Đáng cân nhắc,74
xixiaomiofficialstore,340431675,47956437214,Điện thoại Redmi Note 15 (6+128GB) | Pin lớn 6000mAh | Màn hình siêu bền | MT Helio G100-Ultra,5690000.0,5990000.0,5,5.0,0.0,15 đã bán,7 đã bán/tháng,21,Xiaomi,https://shopee.vn/product/340431675/47956437214,điện thoại redmi note 15 6+128gb pin lớn 6000mah màn hình siêu bền mt helio g100-ultra,15,7,xiaomiofficialstore,phone,redmi note 15 6gb 128gb pin lớn 6000mah màn hình siêu bền mt helio g100 ultra,128gb,redmi note 15 128gb,164,7.5,7.0,7.0,1.0,0.0,0.0,1.0714285714285714,100.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.5,1.0,0.25200503196737406,0.29799051997738213,1.0,69.25998067928444,Đáng cân nhắc,75
oppo_official_store_vn,25452983,41621531020,"Điện thoại OPPO A6 Pro 4G (8GB/128GB) có NFC, nhân bản ứng dụng, AI Camera - Bảo hành 24 tháng",7990000.0,8290000.0,4,4.978991596638656,0.0,908 sold,398 Sold/Month,690,OPPO,https://shopee.vn/product/25452983/41621531020,"điện thoại oppo a6 pro 4g 8gb/128gb có nfc, nhân bản ứng dụng, ai camera - bảo hành 24 tháng",908,398,oppo_official_store_vn,phone,oppo a6 pro 4g 8gb 128gb có nfc nhân bản ứng dụng ai camera,128gb,oppo a6 pro 128gb,127,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9957983193277313,0.6191849622197629,0.0,0.5,69.20374081985108,Đáng cân nhắc,76
huawei_flagship_store,93963889,57253745062,Tai Nghe HUAWEI FreeClip 2 | Cấu Trúc C-bridge Design Thoáng Khí | Công Nghệ Âm Thanh Mở Thích Ứng | Gọi Thoại Rõ Ràng,4187000.0,4490000.0,7,4.944954128440367,0.0,1k+ sold,139 Sold/Month,856,HUAWEI,https://shopee.vn/product/93963889/57253745062,tai nghe huawei freeclip 2 cấu trúc c-bridge design thoáng khí công nghệ âm thanh mở thích ứng gọi thoại rõ ràng,1000,139,huawei_flagship_store,earphone_speaker,tai nghe huawei freeclip 2 cấu trúc c bridge design thoáng khí công nghệ âm thanh mở thích ứng gọi thoại rõ ràng,,huawei freeclip,60,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9889908256880734,0.6279477929960038,0.0,0.5,69.19903340870152,Đáng cân nhắc,77
oppo_official_store_vn,25452983,48104000773,"Điện thoại OPPO A5x 4GB/128GB có NFC, nhân bản ứng dụng - Hàng chính hãng",4020000.0,4220000.0,5,4.929166666666666,0.0,1k+ sold,1k+ Sold/Month,170,OPPO,https://shopee.vn/product/25452983/48104000773,"điện thoại oppo a5x 4gb/128gb có nfc, nhân bản ứng dụng - hàng chính hãng",1000,1000,oppo_official_store_vn,phone,oppo a5x 4gb 128gb có nfc nhân bản ứng dụng,128gb,oppo a5x 4gb 128gb có nfc 128gb,126,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9858333333333332,0.6279477929960038,0.0,0.5,69.13588356160672,Đáng cân nhắc,78
huawei_flagship_store,93963889,42628553441,"[LIVESTREAM] Vòng Đeo Tay Thông Minh HUAWEI Band 11 Series | Mỏng Nhẹ, Màn Hình Lớn| Quản Lý Sức Khỏe Nâng Cao",950000.0,990000.0,4,4.892307692307693,0.0,962 sold,220 Sold/Month,72,HUAWEI,https://shopee.vn/product/93963889/42628553441,"livestream vòng đeo tay thông minh huawei band 11 series mỏng nhẹ, màn hình lớn quản lý sức khỏe nâng cao",962,220,huawei_flagship_store,smartwatch_band,huawei band 11 series mỏng nhẹ màn hình lớn quản lý sức khỏe nâng cao,,huawei band 11,54,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9784615384615385,0.6244301636844166,0.0,0.5,68.93568322449703,Đáng cân nhắc,79
tecno_official_store,442733715,25395724140,"Điện thoại Tecno Pova 7 8/128GB | Siêu Pin 7000mAh | Sạc Nhanh 45W | Màn Hình 6.78"" FHD+ 120Hz | Chính hãng",4590000.0,5590000.0,18,4.859281437125748,0.0,1k+ sold,89 Sold/Month,709,TECNO,https://shopee.vn/product/442733715/25395724140,điện thoại tecno pova 7 8/128gb siêu pin 7000mah sạc nhanh 45w màn hình 6.78 fhd+ 120hz chính hãng,1000,89,tecno_official_store,charger_cable_accessory,tecno pova 7 8 128gb siêu pin 7000mah 45w màn hình 6.78 inch fhd+ 120hz,128gb,tecno pova 7,212,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9718562874251496,0.6279477929960038,0.0,0.5,68.85634264344304,Đáng cân nhắc,80
tecno_official_store,442733715,41113201803,"Điện thoại TECNO SPARK GO 2 (4+4)GB/64GB | Màn hình 6.67"" 120Hz | Pin 5000mAh | Loa kép 300%",2490000.0,3790000.0,34,4.876146788990826,0.0,898 sold,90 Sold/Month,561,TECNO,https://shopee.vn/product/442733715/41113201803,điện thoại tecno spark go 2 4+4 gb/64gb màn hình 6.67 120hz pin 5000mah loa kép 300%,898,90,tecno_official_store,phone,tecno spark go 2 4gb 4gb 64gb màn hình 6.67 inch 120hz pin 5000mah loa kép 300%,64gb,tecno spark go 2 64gb,218,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9752293577981652,0.6181795138864277,0.0,0.5,68.77727986425973,Đáng cân nhắc,81
samsung_official_store,65589552,43214045637,Tai Nghe Samsung Galaxy Buds Core,1354000.0,1490000.0,9,4.819391634980988,0.0,1k+ sold,189 Sold/Month,526,SAMSUNG,https://shopee.vn/product/65589552/43214045637,tai nghe samsung galaxy buds core,1000,189,samsung_official_store,earphone_speaker,tai nghe samsung galaxy buds core,,tai nghe samsung galaxy buds core,207,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9638783269961977,0.6279477929960038,0.0,0.5,68.696783434864,Đáng cân nhắc,82
tecno_official_store,442733715,28804783157,Điện thoại gaming Tecno Pova 6 (8+8)GB/256GB I 6000mAh + 70W I AMOLED 120Hz I 108MP,4690000.0,6990000.0,33,4.857142857142857,0.0,813 sold,37 Sold/Month,964,TECNO,https://shopee.vn/product/442733715/28804783157,điện thoại gaming tecno pova 6 8+8 gb/256gb i 6000mah + 70w i amoled 120hz i 108mp,813,37,tecno_official_store,phone,gaming tecno pova 6 8gb 8gb 256gb i 6000mah + 70w i amoled 120hz i 108mp,256gb,tecno pova 6 256gb,211,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9714285714285713,0.6091519173872197,0.0,0.5,68.56585018937973,Đáng cân nhắc,83
samsung_official_store,65589552,27932706547,Máy Tính Bảng Samsung Galaxy Tab S10 FE Wifi 8GB/128GB,10793000.0,11990000.0,10,4.74468085106383,0.0,1k+ sold,105 Sold/Month,968,SAMSUNG,https://shopee.vn/product/65589552/27932706547,máy tính bảng samsung galaxy tab s10 fe wifi 8gb/128gb,1000,105,samsung_official_store,tablet,samsung galaxy tab s10 fe wifi 8gb 128gb,128gb,samsung galaxy tab s10 fe 128gb,193,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.948936170212766,0.6279477929960038,0.0,0.5,68.39794029919537,Đáng cân nhắc,84
didongviet.official,23793258,40273066502,"Điện thoại Samsung Galaxy A56 5G 8GB | 128GB - Màn hình 6.7"", Camera 50MP, 5000mAh - Hàng Chính Hãng",8984000.0,9990000.0,10,4.873626373626373,0.0,631 sold,53 Sold/Month,264,SAMSUNG,https://shopee.vn/product/23793258/40273066502,"điện thoại samsung galaxy a56 5g 8gb 128gb - màn hình 6.7 , camera 50mp, 5000mah - hàng chính hãng",631,53,didongviet.official,phone,samsung galaxy a56 5g 8gb 128gb màn hình 6.7 inch camera 50mp 5000mah,128gb,samsung galaxy a56 5g 128gb,183,,,0.0,0.0,0.0,,,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9747252747252746,0.5861498912154527,0.0,0.5,68.2867538627373,Đáng cân nhắc,85
viettel_store_aar,308461157,42168225876,Apple iPhone 17 Pro Max 512GB Chính hãng ZP/A,45490000.0,60000000.0,24,4.967177242888402,0.0,3k+ sold,273 Sold/Month,1264,Apple,https://shopee.vn/product/308461157/42168225876,apple iphone 17 pro max 512gb chính hãng zp/a,3000,273,viettel_store_aar,phone,apple iphone 17 pro max 512gb zp a,512gb,iphone 17 pro max 512gb,92,386.0,421.0,421.0,0.8982478310798193,0.0938396073438259,0.0079125615763546,0.9168646080760094,95.84323040380048,0.75,0.8888888888888888,0.9310344827586208,1.0,0.9572649572649572,0.9361702127659576,0.8484848484848485,0.7777777777777778,0.8928571428571429,1.0,0.25,0.1111111111111111,0.0344827586206896,0.0,0.0427350427350427,0.0638297872340425,0.1515151515151515,0.2222222222222222,0.0625,0.0,0.0,0.0,0.0344827586206896,0.0,0.0,0.0,0.0,0.0,0.0446428571428571,0.0,4.0,9.0,58.0,31.0,117.0,47.0,33.0,9.0,112.0,1.0,0.0,0.9934354485776804,0.7277418703768002,0.8662682940057267,0.9584323040380047,68.20048908840303,Đáng cân nhắc,86
